lastname,firstname,nickname,party,city_fr,city_nl,zipcode,cumuls_2017,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,cumuleo_url
Baccati,Franco,x,PS,Anderlues,Anderlues,6150,7,oui,oui,oui,oui,oui,oui,oui,,,,,,,,https://www.cumuleo.be/mandataire/12533-franco-baccati.php
Back,Alain,x,DéFi,Ixelles,Elsene,1050,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/9057-alain-back.php
Backaert,Dirk,x,Open VLD,Stekene,Stekene,9190,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11157-dirk-backaert.php
Backx,Christiaan,x,N-VA,Malines,Mechelen,2800,5,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16076-christiaan-backx.php
Bacquelaine,Daniel,x,MR,Chaudfontaine,Chaudfontaine,4053,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9055-daniel-bacquelaine.php
Baeck,Katrin,x,Open VLD,Zele,Zele,9240,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13661-katrin-baeck.php
Baekelandt,Dirk,x,x,Heuvelland,Heuvelland,8950,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13662-dirk-baekelandt.php
Baeken,Marie-Julie,x,PS,Dinant,Dinant,5500,5,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15608-marie-julie-baeken.php
Baele,Ann,x,CD&V,Wommelgem,Wommelgem,2160,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/9594-ann-baele.php
Baelen,Freddy,x,cdH,Comines-Warneton,Komen-Waasten,7780,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9046-freddy-baelen.php
Baelen,Georges,x,cdH,Comines-Warneton,Komen-Waasten,7780,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9045-georges-baelen.php
Baert,Jeroen,x,N-VA,Boom,Boom,2850,6,oui,oui,oui,oui,oui,,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9043-jeroen-baert.php
Baert,Koenraad,Koen Baert,Open VLD,Wommelgem,Wommelgem,2160,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9593-koenraad-baert.php
Baert,Michel,x,Open VLD,Boortmeerbeek,Boortmeerbeek,3190,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9901-michel-baert.php
Baert,Pascale,x,Open VLD,Tielt,Tielt,8700,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13664-pascale-baert.php
Baert,Tom,x,N-VA,Waasmunster,Waasmunster,9250,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13665-tom-baert.php
Baert,Willem-Jan,x,x,Kluisbergen,Kluisbergen,9690,9,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13666-willem-jan-baert.php
Baesens,Noël,x,CD&V,Zedelgem,Zedelgem,8210,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/9039-noel-baesens.php
Baeten,Beatrijs,Bieke Baeten,sp.a,Herentals,Herentals,2200,2,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16799-beatrijs-baeten.php
Baeten,Christiaan,x,CD&V,Opglabbeek,Opglabbeek,3660,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/9037-christiaan-baeten.php
Baeten,Elisabeth,x,N-VA,x,x,x,12,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13667-elisabeth-baeten.php
Baeten,Henri,Rik Baeten,sp.a,Etterbeek,Etterbeek,1040,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13668-henri-baeten.php
Baeten,Jeroen,x,N-VA,Wavre-Sainte-Catherine,Sint-Katelijne-Waver,2860,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13669-jeroen-baeten.php
Baetens,Piet,x,Open VLD,Laarne,Laarne,9270,7,oui,oui,,,,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9035-piet-baetens.php
Baets,Edward,x,CD&V,Hoogstraten,Hoogstraten,2320,11,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/9034-edward-baets.php
Baetslé,Hans,x,CD&V,Waarschoot,Waarschoot,9950,5,oui,,,,,,,,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/9033-hans-baetsle.php
Baeyens,Filip,x,N-VA,Sint-Niklaas,Sint-Niklaas,9100,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13670-filip-baeyens.php
Baeyens,Veerle,x,N-VA,Haaltert,Haaltert,9450,24,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13671-veerle-baeyens.php
Baijot,Christian,x,cdH,Libin,Libin,6890,3,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12159-christian-baijot.php
Bairin,Francis,x,MR,Trois-Ponts,Trois-Ponts,4980,1,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12821-francis-bairin.php
Baiverlin,Alex,x,x,Pepinster,Pepinster,4860,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13673-alex-baiverlin.php
Baland,Brigitte,x,Ecolo,Namur,Namen,5000,4,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12362-brigitte-baland.php
Balcaen,Tim,x,CD&V,Merelbeke,Merelbeke,9820,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13674-tim-balcaen.php
Balci,Huseyin,x,PS,Quiévrain,Quiévrain,7380,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13675-huseyin-balci.php
Balon,André,x,cdH,Arlon,Aarlen,6700,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9011-andre-balon.php
Balon-Perin,Georges,x,Ecolo,x,x,x,9,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13676-georges-balon-perin.php
Balseau,Samuel,x,PS,Courcelles,Courcelles,6180,10,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13677-samuel-balseau.php
Balthazar,Stéphane,x,PS,Esneux,Esneux,4130,5,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15611-stephane-balthazar.php
Balthazar,Tom,x,sp.a,Gand,Gent,9000,19,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/11095-tom-balthazar.php
Balthazard,Véronique,x,cdH,Durbuy,Durbuy,6940,11,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/9009-veronique-balthazard.php
Bamps,Benny,x,CD&V,Nieuwerkerken,Nieuwerkerken,3850,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9008-benny-bamps.php
Bamps,Christian,x,CD&V,Riemst,Riemst,3770,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,https://www.cumuleo.be/mandataire/10115-christian-bamps.php
Bangisa,Gaëtan,Serge Gaëtan Bangisa,PS,x,x,x,4,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12822-gaetan-bangisa.php
Baraka,Sabrina,x,MR,Ganshoren,Ganshoren,1083,9,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12823-sabrina-baraka.php
Barbaix,Laurence,x,PS,Tournai,Doornik,7500,14,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,https://www.cumuleo.be/mandataire/9004-laurence-barbaix.php
Barbason,Nathalie,Nathalie Simon-Barbason,x,Olne,Olne,4877,4,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15612-nathalie-barbason.php
Barbeaux,Cécile,Cécile Deflorenne-Barbeaux,Ecolo,Gesves,Gesves,5340,7,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12824-cecile-barbeaux.php
Barberini,Samuël,x,MR,Sambreville,Sambreville,5060,8,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13678-samuel-barberini.php
Barbier,Hubert,x,MR,Beauraing,Beauraing,5570,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/9000-hubert-barbier.php
Barbier,Jean-Claude,x,cdH,Neupré,Neupré,4120,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8999-jean-claude-barbier.php
Barghouti,Rachid,x,PS,Forest,Vorst,1190,13,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13679-rachid-barghouti.php
Baron,Herman,x,CD&V,Ypres,Ieper,8900,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8989-herman-baron.php
Barras,Philippe,x,cdH,Chaumont-Gistoux,Chaumont-Gistoux,1325,16,oui,oui,oui,oui,oui,,,,,,,oui,oui,oui,https://www.cumuleo.be/mandataire/8987-philippe-barras.php
Barridez,Patrick,x,PS,Les Bons Villers,Les Bons Villers,6210,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/8986-patrick-barridez.php
Barth,Veronique,x,MR,La Calamine,Kelmis,4720,4,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12825-veronique-barth.php
Barthel,Joël,x,cdH,Vresse-sur-Semois,Vresse-sur-Semois,5550,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/8984-joel-barthel.php
Barthelemy,Isabelle,Isabelle Barthelemy-Renault,MR,Rochefort,Rochefort,5580,3,oui,oui,oui,oui,oui,oui,oui,,,,,,,,https://www.cumuleo.be/mandataire/12571-isabelle-barthelemy.php
Barthelemy,Olivier,x,MR,Habay,Habay,6720,16,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/8982-olivier-barthelemy.php
Bartholemy,Kirsten,Kirsten Neycken-Bartholemy,PS,Eupen,Eupen,4700,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13680-kirsten-bartholemy.php
Barvais,Marc,x,PS,Mons,Bergen,7000,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8977-marc-barvais.php
Barzin,Anne,x,MR,Namur,Namen,5000,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8976-anne-barzin.php
Barzin,Clémentine,x,MR,Bruxelles,Brussel,1000,14,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13482-clementine-barzin.php
Baselet,Tony,x,CD&V,Hechtel-Eksel,Hechtel-Eksel,3940,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8974-tony-baselet.php
Basile,Marcel,x,cdH,Lobbes,Lobbes,6540,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10593-marcel-basile.php
Bastiaens,Caroline,x,CD&V,Anvers,Antwerpen,2000,23,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12826-caroline-bastiaens.php
Bastien,Nicolas,x,PS,Boussu,Boussu,7300,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/8969-nicolas-bastien.php
Bastin,Christophe,x,cdH,Onhaye,Onhaye,5520,10,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8968-christophe-bastin.php
Bastin,Francis,x,MR,Spa,Spa,4900,13,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/8967-francis-bastin.php
Bastin,Gérardine,Dina Bastin,MR,Molenbeek-Saint-Jean,Sint-Jans-Molenbeek,1080,10,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16080-gerardine-bastin.php
Bastin,Jean-Paul,x,cdH,Malmedy,Malmedy,4960,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/8966-jean-paul-bastin.php
Bastin,Louis,x,cdH,Habay,Habay,6720,8,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16802-louis-bastin.php
Bastin,Marc,x,MR,x,x,x,12,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8965-marc-bastin.php
Bataille,Cécile,x,MR,Braives,Braives,4260,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/8961-cecile-bataille.php
Bataille,Michel,x,MR,Celles,Celles,7760,2,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16081-michel-bataille.php
Bataille,Vincent,x,cdH,Comines-Warneton,Komen-Waasten,7780,33,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8959-vincent-bataille.php
Bats,Ilse,x,sp.a,Sint-Niklaas,Sint-Niklaas,9100,7,oui,,,,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/8956-ilse-bats.php
Battel,Gerda,x,CD&V,Herselt,Herselt,2230,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13681-gerda-battel.php
Battheu,Sabien,Sabien Lahaye-Battheu,Open VLD,Poperinge,Poperinge,8970,14,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8953-sabien-battheu.php
Bauchau,Marie,Sybille de Coster Bauchau,MR,Grez-Doiceau,Graven,1390,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8952-marie-bauchau.php
Baudet,Leonia,x,N-VA,Boortmeerbeek,Boortmeerbeek,3190,3,oui,,,,,,oui,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8949-leonia-baudet.php
Baudoin,Cyrille,x,MR,Onhaye,Onhaye,5520,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/8945-cyrille-baudoin.php
Bauduin,Lucien,x,PS,Lobbes,Lobbes,6540,8,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13483-lucien-bauduin.php
Baumerder,Lucile,x,DéFi,Uccle,Ukkel,1180,4,oui,oui,oui,oui,,,,,,,,oui,oui,oui,https://www.cumuleo.be/mandataire/8941-lucile-baumerder.php
Baumgarten,Werner,x,PS,Eupen,Eupen,4700,8,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12828-werner-baumgarten.php
Baurain,Pascal,x,cdH,Saint-Ghislain,Saint-Ghislain,7333,6,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16438-pascal-baurain.php
Bauters,Janna,x,Open VLD,Horebeke,Horebeke,9667,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13683-janna-bauters.php
Bauvin,Marc,x,cdH,Gembloux,Gembloers,5030,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8940-marc-bauvin.php
Bauwens,Bernard,x,PS,Antoing,Antoing,7640,11,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,oui,https://www.cumuleo.be/mandataire/8938-bernard-bauwens.php
Bauwens,Dirk,x,N-VA,Schilde,Schilde,2970,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13684-dirk-bauwens.php
Bauwens,Jurgen,x,CD&V,Waasmunster,Waasmunster,9250,7,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16439-jurgen-bauwens.php
Bauwens,Marc,x,CD&V,Maarkedal,Maarkedal,9680,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/11264-marc-bauwens.php
Bauwens,Yvan,x,MR,Saint-Gilles,Sint-Gillis,1060,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13685-yvan-bauwens.php
Bauwin,Henri,x,PS,Orp-Jauche,Orp-Jauche,1350,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8935-henri-bauwin.php
Bayard,Eddy,x,MR,Momignies,Momignies,6590,13,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/10598-eddy-bayard.php
Bayenet,Benoît,x,PS,Dinant,Dinant,5500,17,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/8933-benoit-bayenet.php
Bayet,Hugues,x,PS,Farciennes,Farciennes,6240,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/8931-hugues-bayet.php
Beaumont,Jean-Pierre,x,PS,Incourt,Incourt,1315,1,oui,oui,oui,oui,oui,oui,,,,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9361-jean-pierre-beaumont.php
Beauprez,Belinda,x,N-VA,Wervik,Wervik,8940,12,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13688-belinda-beauprez.php
Beaussart,Michel,x,PS,Ottignies-Louvain-la-Neuve,Ottignies-Louvain-la-Neuve,1340,5,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12830-michel-beaussart.php
Bechet,Jacques,x,MR,Cerfontaine,Cerfontaine,5630,6,oui,oui,oui,oui,oui,oui,oui,,,,,,,,https://www.cumuleo.be/mandataire/12725-jacques-bechet.php
Bechoux,Elodie,x,x,Manhay,Manhay,6960,4,oui,oui,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16440-elodie-bechoux.php
Bechoux,Hervé,x,MR,Esneux,Esneux,4130,5,oui,oui,oui,oui,,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11465-herve-bechoux.php
Beckers,Anneleen,x,CD&V,Opglabbeek,Opglabbeek,3660,2,oui,oui,oui,,,oui,oui,,,,,,,,https://www.cumuleo.be/mandataire/12753-anneleen-beckers.php
Beckers,Herwig,x,CD&V,Louvain,Leuven,3000,6,oui,oui,oui,,,,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11466-herwig-beckers.php
Beckers,Ilona,Ilona Wetzels-Beckers,PS,La Calamine,Kelmis,4720,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13689-ilona-beckers.php
Becq,Sonja,x,CD&V,Meise,Meise,1860,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8913-sonja-becq.php
Bedoret,Vincent,x,MR,Walcourt,Walcourt,5650,9,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12161-vincent-bedoret.php
Beeken,Rudi,x,Open VLD,Tielt-Winge,Tielt-Winge,3390,13,oui,oui,oui,oui,oui,,,,,,,oui,oui,oui,https://www.cumuleo.be/mandataire/8907-rudi-beeken.php
Beeldens,Hilde,Hilde Arimont-Beeldens,x,Saint-Vith,Sankt-Vith,4780,4,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13691-hilde-beeldens.php
Beelen,Ilse,x,CD&V,Zoutleeuw,Zoutleeuw,3440,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/8905-ilse-beelen.php
Beels,Anouk,x,N-VA,Aartselaar,Aartselaar,2630,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13692-anouk-beels.php
Beenders,Rob,x,sp.a,Hasselt,Hasselt,3500,5,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/8904-rob-beenders.php
Beerens,Albert,x,Open VLD,Opwijk,Opwijk,1745,11,oui,oui,oui,oui,oui,,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/9470-albert-beerens.php
Beghin,Serge,x,PS,Charleroi,Charleroi,6000,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/10533-serge-beghin.php
Beirens,Freddy,x,Open VLD,Lede,Lede,9340,7,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12831-freddy-beirens.php
Beirens,Gilbert,x,N-VA,Gistel,Gistel,8470,4,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8894-gilbert-beirens.php
Beirens,Kurt,x,x,Le Coq,De Haan,8420,2,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13693-kurt-beirens.php
Beis,Michel,x,PS,Péruwelz,Péruwelz,7600,10,oui,oui,oui,oui,oui,,,,,,oui,oui,,,https://www.cumuleo.be/mandataire/8890-michel-beis.php
Bejarano Medina,Manuel,x,PS,Binche,Binche,7130,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,https://www.cumuleo.be/mandataire/8889-manuel-bejarano-medina.php
Bekaert,Francis,x,PS,Seraing,Seraing,4100,17,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8886-francis-bekaert.php
Bekaert,Jan,x,x,Ichtegem,Ichtegem,8480,6,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13694-jan-bekaert.php
Bekaert,Simon,x,sp.a,Tielt,Tielt,8700,13,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13695-simon-bekaert.php
Beke,Christine,x,sp.a,Oostkamp,Oostkamp,8020,10,oui,oui,oui,oui,oui,oui,oui,oui,,,,oui,oui,oui,https://www.cumuleo.be/mandataire/8883-christine-beke.php
Beke,Wouter,x,CD&V,Bourg-Léopold,Leopoldsburg,3970,7,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8877-wouter-beke.php
Beklevic,Alpaslan,x,PS,Châtelet,Châtelet,6200,4,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12832-alpaslan-beklevic.php
Belet,Ivo,x,CD&V,Hasselt,Hasselt,3500,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8874-ivo-belet.php
Bellefroid,Tanja,x,x,Herstappe,Herstappe,3717,2,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/8866-tanja-bellefroid.php
Bellemans,Nicky,x,Open VLD,Gooik,Gooik,1755,2,oui,oui,oui,oui,oui,,,,,,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8864-nicky-bellemans.php
Bellens,Hendrik,x,N-VA,Schilde,Schilde,2970,9,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13697-hendrik-bellens.php
Bellens,Peter,x,CD&V,x,x,x,30,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/8860-peter-bellens.php
Bellens,Rita,x,N-VA,Duffel,Duffel,2570,4,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15614-rita-bellens.php
Bellet,Eric,x,PS,Boussu,Boussu,7300,10,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13698-eric-bellet.php
Bellings,Jeroen,x,Open VLD,Looz,Borgloon,3840,9,oui,oui,oui,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16082-jeroen-bellings.php
Bellio,Myriam,x,sp.a,Houthalen-Helchteren,Houthalen-Helchteren,3530,3,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,https://www.cumuleo.be/mandataire/11469-myriam-bellio.php
Bellot,François,x,MR,Rochefort,Rochefort,5580,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,https://www.cumuleo.be/mandataire/8859-francois-bellot.php
Belot,Laurent,x,PS,Dinant,Dinant,5500,8,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13484-laurent-belot.php
Belsack,Rutger,x,Open VLD,Ternat,Ternat,1740,4,oui,,,,,,,,,,,,,,https://www.cumuleo.be/mandataire/16803-rutger-belsack.php
Beltrame,Bruno,x,x,Lens,Lens,7870,13,oui,oui,oui,oui,,,,,,,,,,,https://www.cumuleo.be/mandataire/15615-bruno-beltrame.php
Beltran,Fabien,x,PS,Trooz,Trooz,4870,9,oui,oui,oui,oui,oui,oui,oui,,,,,,,,https://www.cumuleo.be/mandataire/12532-fabien-beltran.php
Bemelmans,Corrie,x,CD&V,Maasmechelen,Maasmechelen,3630,7,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13699-corrie-bemelmans.php
Ben Achour,Malik,x,PS,Verviers,Verviers,4800,7,oui,oui,oui,oui,oui,oui,oui,oui,,,,,,,https://www.cumuleo.be/mandataire/12162-malik-ben-achour.php
Ben Driss,Nessim,x,x,Moorslede,Moorslede,8890,3,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13700-nessim-ben-driss.php
Bennani,Sofia,x,cdH,Anderlecht,Anderlecht,1070,5,oui,oui,oui,oui,oui,oui,,,,,,,,,https://www.cumuleo.be/mandataire/12833-sofia-bennani.php
Benne,Marie-Anne,x,x,Hotton,Hotton,6990,5,oui,oui,oui,oui,oui,,,,,,,,,,https://www.cumuleo.be/mandataire/13485-marie-anne-benne.php
Benoit,Francis,x,CD&V,Kuurne,Kuurne,8520,9,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,,,,https://www.cumuleo.be/mandataire/8849-francis-benoit.php
